X,CH1,Start,Increment,
Sequence,Volt,-2.030000e-05,5.000000e-08
0,-5.60e-02,
1,-4.00e-02,
2,-5.60e-02,
3,-4.00e-02,
4,-5.60e-02,
5,-4.00e-02,
6,-4.00e-02,
7,-5.60e-02,
8,-5.60e-02,
9,-4.00e-02,
10,-4.00e-02,
11,-6.40e-02,
12,-5.60e-02,
13,-4.00e-02,
14,-5.60e-02,
15,-4.00e-02,
16,-5.60e-02,
17,-4.00e-02,
18,-5.60e-02,
19,-4.00e-02,
20,-5.60e-02,
21,-4.00e-02,
22,-5.60e-02,
23,-4.00e-02,
24,-5.60e-02,
25,-4.00e-02,
26,-5.60e-02,
27,-4.00e-02,
28,-5.60e-02,
29,-4.00e-02,
30,-5.60e-02,
31,-4.00e-02,
32,-5.60e-02,
33,-4.00e-02,
34,-4.00e-02,
35,-5.60e-02,
36,-5.60e-02,
37,-4.00e-02,
38,-4.00e-02,
39,-5.60e-02,
40,-5.60e-02,
41,-4.00e-02,
42,-4.00e-02,
43,-5.60e-02,
44,-5.60e-02,
45,-4.00e-02,
46,-4.00e-02,
47,-5.60e-02,
48,-5.60e-02,
49,-4.00e-02,
50,-5.60e-02,
51,-4.00e-02,
52,-5.60e-02,
53,-4.00e-02,
54,-5.60e-02,
55,-4.00e-02,
56,-4.00e-02,
57,-6.40e-02,
58,-5.60e-02,
59,-4.00e-02,
60,-5.60e-02,
61,-4.00e-02,
62,-5.60e-02,
63,-4.00e-02,
64,-5.60e-02,
65,-4.00e-02,
66,-4.00e-02,
67,-5.60e-02,
68,-5.60e-02,
69,-4.00e-02,
70,-5.60e-02,
71,-4.00e-02,
72,-5.60e-02,
73,-4.00e-02,
74,-5.60e-02,
75,-4.00e-02,
76,-5.60e-02,
77,-4.00e-02,
78,-4.00e-02,
79,-5.60e-02,
80,-5.60e-02,
81,-4.00e-02,
82,-5.60e-02,
83,-4.00e-02,
84,-5.60e-02,
85,-4.00e-02,
86,-4.00e-02,
87,-5.60e-02,
88,-5.60e-02,
89,-4.00e-02,
90,-5.60e-02,
91,-4.00e-02,
92,-5.60e-02,
93,-4.00e-02,
94,-5.60e-02,
95,-4.00e-02,
96,-4.00e-02,
97,-5.60e-02,
98,-5.60e-02,
99,-4.00e-02,
100,-5.60e-02,
101,-4.00e-02,
102,-5.60e-02,
103,-4.00e-02,
104,-4.00e-02,
105,-6.40e-02,
106,-6.40e-02,
107,-3.20e-02,
108,-6.40e-02,
109,-3.20e-02,
110,-4.00e-02,
111,-6.40e-02,
112,-3.20e-02,
113,-6.40e-02,
114,-5.60e-02,
115,-4.00e-02,
116,-5.60e-02,
117,-4.00e-02,
118,-5.60e-02,
119,-4.00e-02,
120,-5.60e-02,
121,-4.00e-02,
122,-5.60e-02,
123,-4.00e-02,
124,-5.60e-02,
125,-4.00e-02,
126,-4.00e-02,
127,-6.40e-02,
128,-5.60e-02,
129,-3.20e-02,
130,-4.00e-02,
131,-6.40e-02,
132,-3.20e-02,
133,-6.40e-02,
134,-3.20e-02,
135,-6.40e-02,
136,-4.00e-02,
137,-5.60e-02,
138,-5.60e-02,
139,-4.00e-02,
140,-5.60e-02,
141,-4.00e-02,
142,-5.60e-02,
143,-4.00e-02,
144,-4.00e-02,
145,-5.60e-02,
146,-5.60e-02,
147,-4.00e-02,
148,-5.60e-02,
149,-4.00e-02,
150,-4.00e-02,
151,-6.40e-02,
152,-5.60e-02,
153,-4.00e-02,
154,-5.60e-02,
155,-4.00e-02,
156,-5.60e-02,
157,-4.00e-02,
158,-5.60e-02,
159,-4.00e-02,
160,-5.60e-02,
161,-4.00e-02,
162,-5.60e-02,
163,-4.00e-02,
164,-5.60e-02,
165,-4.00e-02,
166,-5.60e-02,
167,-4.00e-02,
168,-5.60e-02,
169,-4.00e-02,
170,-5.60e-02,
171,-4.00e-02,
172,-5.60e-02,
173,-4.00e-02,
174,-5.60e-02,
175,-4.00e-02,
176,-5.60e-02,
177,-4.00e-02,
178,-5.60e-02,
179,-4.00e-02,
180,-5.60e-02,
181,-4.00e-02,
182,-4.00e-02,
183,-5.60e-02,
184,-5.60e-02,
185,-4.00e-02,
186,-5.60e-02,
187,-4.00e-02,
188,-4.00e-02,
189,-5.60e-02,
190,-5.60e-02,
191,-4.00e-02,
192,-4.00e-02,
193,-6.40e-02,
194,-5.60e-02,
195,-4.00e-02,
196,-5.60e-02,
197,-4.00e-02,
198,-6.40e-02,
199,-4.00e-02,
200,-5.60e-02,
201,-4.00e-02,
202,-6.40e-02,
203,-4.00e-02,
204,-5.60e-02,
205,-4.00e-02,
206,-5.60e-02,
207,-4.00e-02,
208,-4.00e-02,
209,-5.60e-02,
210,-5.60e-02,
211,-4.00e-02,
212,-5.60e-02,
213,-4.00e-02,
214,-5.60e-02,
215,-4.00e-02,
216,-5.60e-02,
217,-4.00e-02,
218,-5.60e-02,
219,-4.00e-02,
220,-4.00e-02,
221,-6.40e-02,
222,-5.60e-02,
223,-4.00e-02,
224,-5.60e-02,
225,-4.00e-02,
226,-5.60e-02,
227,-4.00e-02,
228,-5.60e-02,
229,-4.00e-02,
230,-5.60e-02,
231,-4.00e-02,
232,-5.60e-02,
233,-4.00e-02,
234,-5.60e-02,
235,-4.00e-02,
236,-6.40e-02,
237,-4.00e-02,
238,-4.00e-02,
239,-5.60e-02,
240,-5.60e-02,
241,-4.00e-02,
242,-5.60e-02,
243,-4.00e-02,
244,-4.00e-02,
245,-6.40e-02,
246,-5.60e-02,
247,-4.00e-02,
248,-5.60e-02,
249,-4.00e-02,
250,-5.60e-02,
251,-4.00e-02,
252,-4.00e-02,
253,-5.60e-02,
254,-5.60e-02,
255,-4.00e-02,
256,-5.60e-02,
257,-4.00e-02,
258,-4.00e-02,
259,-5.60e-02,
260,-5.60e-02,
261,-4.00e-02,
262,-5.60e-02,
263,-4.00e-02,
264,-4.00e-02,
265,-5.60e-02,
266,-5.60e-02,
267,-4.00e-02,
268,-5.60e-02,
269,-4.00e-02,
270,-5.60e-02,
271,-4.00e-02,
272,-4.00e-02,
273,-5.60e-02,
274,-5.60e-02,
275,-4.00e-02,
276,-5.60e-02,
277,-4.00e-02,
278,-5.60e-02,
279,-4.00e-02,
280,-5.60e-02,
281,-4.00e-02,
282,-5.60e-02,
283,-4.00e-02,
284,-5.60e-02,
285,-4.00e-02,
286,-5.60e-02,
287,-4.00e-02,
