X,CH1,Start,Increment,
Sequence,Volt,-1.130000e-04,5.000000e-07
0,-6.40e-02,
1,-4.00e-02,
2,-6.40e-02,
3,-4.00e-02,
4,-6.40e-02,
5,-4.00e-02,
6,-4.00e-02,
7,-7.20e-02,
8,-6.40e-02,
9,-4.00e-02,
10,-4.00e-02,
11,-6.40e-02,
12,-6.40e-02,
13,-4.00e-02,
14,-4.00e-02,
15,-6.40e-02,
16,-6.40e-02,
17,-4.00e-02,
18,-6.40e-02,
19,-4.00e-02,
20,-4.00e-02,
21,-7.20e-02,
22,-6.40e-02,
23,-4.00e-02,
24,-6.40e-02,
25,-4.00e-02,
26,-4.00e-02,
27,-6.40e-02,
28,-6.40e-02,
29,-4.00e-02,
30,-4.00e-02,
31,-7.20e-02,
32,-4.00e-02,
33,-6.40e-02,
34,-6.40e-02,
35,-4.00e-02,
36,-4.00e-02,
37,-6.40e-02,
38,-4.00e-02,
39,-6.40e-02,
40,-6.40e-02,
41,-4.00e-02,
42,-6.40e-02,
43,-4.00e-02,
44,-6.40e-02,
45,-4.00e-02,
46,-6.40e-02,
47,-4.00e-02,
48,-6.40e-02,
49,-4.00e-02,
50,-6.40e-02,
51,-4.00e-02,
52,-6.40e-02,
53,-4.00e-02,
54,-6.40e-02,
55,-4.00e-02,
56,-4.00e-02,
57,-6.40e-02,
58,-4.00e-02,
59,-7.20e-02,
60,-6.40e-02,
61,-4.00e-02,
62,-6.40e-02,
63,-4.00e-02,
64,-7.20e-02,
65,-4.00e-02,
66,-4.00e-02,
67,-6.40e-02,
68,-6.40e-02,
69,-4.00e-02,
70,-6.40e-02,
71,-4.00e-02,
72,-4.00e-02,
73,-6.40e-02,
74,-4.00e-02,
75,-6.40e-02,
76,-6.40e-02,
77,-4.00e-02,
78,-7.20e-02,
79,-4.00e-02,
80,-6.40e-02,
81,-4.00e-02,
82,-6.40e-02,
83,-4.00e-02,
84,-6.40e-02,
85,-4.00e-02,
86,-4.00e-02,
87,-6.40e-02,
88,-6.40e-02,
89,-4.00e-02,
90,-6.40e-02,
91,-4.00e-02,
92,-6.40e-02,
93,-4.00e-02,
94,-6.40e-02,
95,-4.00e-02,
96,-4.00e-02,
97,-7.20e-02,
98,-6.40e-02,
99,-4.00e-02,
100,-4.00e-02,
101,-7.20e-02,
102,-6.40e-02,
103,-4.00e-02,
104,-6.40e-02,
105,-4.00e-02,
106,-6.40e-02,
107,-4.00e-02,
108,-4.00e-02,
109,-6.40e-02,
110,-4.00e-02,
111,-6.40e-02,
112,-4.00e-02,
113,-6.40e-02,
114,-4.00e-02,
115,-7.20e-02,
116,-4.00e-02,
117,-6.40e-02,
118,-6.40e-02,
119,-4.00e-02,
120,-6.40e-02,
121,-4.00e-02,
122,-4.00e-02,
123,-6.40e-02,
124,-6.40e-02,
125,-4.00e-02,
126,-6.40e-02,
127,-4.00e-02,
128,-6.40e-02,
129,-4.00e-02,
130,-6.40e-02,
131,-4.00e-02,
132,-6.40e-02,
133,-4.00e-02,
134,-4.00e-02,
135,-6.40e-02,
136,-6.40e-02,
137,-4.00e-02,
138,-6.40e-02,
139,-4.00e-02,
140,-6.40e-02,
141,-4.00e-02,
142,-6.40e-02,
143,-4.00e-02,
144,-4.00e-02,
145,-6.40e-02,
146,-6.40e-02,
147,-4.00e-02,
148,-4.00e-02,
149,-6.40e-02,
150,-6.40e-02,
151,-4.00e-02,
152,-4.00e-02,
153,-7.20e-02,
154,-4.00e-02,
155,-7.20e-02,
156,-6.40e-02,
157,-4.00e-02,
158,-6.40e-02,
159,-4.00e-02,
160,-6.40e-02,
161,-4.00e-02,
162,-6.40e-02,
163,-4.00e-02,
164,-6.40e-02,
165,-4.00e-02,
166,-6.40e-02,
167,-4.00e-02,
168,-6.40e-02,
169,-4.00e-02,
170,-6.40e-02,
171,-4.00e-02,
172,-6.40e-02,
173,-4.00e-02,
174,-6.40e-02,
175,-4.00e-02,
176,-6.40e-02,
177,-4.00e-02,
178,-6.40e-02,
179,-4.00e-02,
180,-6.40e-02,
181,-4.00e-02,
182,-6.40e-02,
183,-4.00e-02,
184,-4.00e-02,
185,-7.20e-02,
186,-6.40e-02,
187,-4.00e-02,
188,-6.40e-02,
189,-4.00e-02,
190,-4.00e-02,
191,-7.20e-02,
192,-6.40e-02,
193,-4.00e-02,
